date,amount,category,type,note
2026-03-28 20:23:07,79000.0,Khác,Chi tiêu,Thuốc men
2026-03-28 21:33:17,1259000.0,Thưởng,Thu nhập,Thưởng hiệu suất
2026-03-28 22:41:03,548000.0,Giải trí,Chi tiêu,Game
2026-03-29 08:24:06,4456000.0,Thưởng,Thu nhập,Thưởng Tết
2026-03-29 09:39:18,589000.0,Khác,Chi tiêu,Phí ngân hàng
2026-03-29 11:35:01,653000.0,Giải trí,Chi tiêu,Game
2026-03-29 14:21:08,396000.0,Giải trí,Chi tiêu,Game
2026-03-29 14:30:16,107000.0,Giải trí,Chi tiêu,Xem phim
2026-03-29 15:14:28,493000.0,Ăn uống,Chi tiêu,Ăn tối
2026-03-29 18:07:47,2894000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-03-29 23:57:15,880000.0,Giải trí,Chi tiêu,Sách báo
2026-03-30 10:33:23,821000.0,Khác,Chi tiêu,Khám bệnh
2026-03-30 11:20:44,1440000.0,Lãi tiết kiệm,Thu nhập,Lãi tiết kiệm online
2026-03-30 13:38:32,280000.0,Khác,Chi tiêu,Cắt tóc
2026-03-30 18:11:23,35000.0,Ăn uống,Chi tiêu,Bữa phụ
2026-03-30 21:11:18,68000.0,Ăn uống,Chi tiêu,Bữa phụ
2026-03-30 21:28:18,55000.0,Di chuyển,Chi tiêu,Sửa xe
2026-03-30 23:50:40,796000.0,Khác,Chi tiêu,Thuốc men
2026-03-31 00:10:20,77000.0,Di chuyển,Chi tiêu,Sửa xe
2026-03-31 02:18:45,3197000.0,Tiền thuê,Chi tiêu,Internet
2026-03-31 03:50:05,770000.0,Giải trí,Chi tiêu,Game
2026-03-31 14:55:32,229000.0,Ăn uống,Chi tiêu,Nhậu cuối tuần
2026-03-31 15:44:12,760000.0,Giải trí,Chi tiêu,Đăng ký dịch vụ
2026-03-31 18:14:47,189000.0,Ăn uống,Chi tiêu,Ăn trưa
2026-04-01 04:12:55,23174000.0,Tiền lương,Thu nhập,Lương làm thêm
2026-04-01 04:19:55,316000.0,Khác,Chi tiêu,Khám bệnh
2026-04-01 07:30:31,162000.0,Di chuyển,Chi tiêu,Phí gửi xe
2026-04-01 09:05:26,311000.0,Ăn uống,Chi tiêu,Trà sữa
2026-04-01 10:42:29,1022000.0,Lãi tiết kiệm,Thu nhập,Lãi tiết kiệm online
2026-04-01 13:18:00,129000.0,Di chuyển,Chi tiêu,Grab/Gojek
2026-04-01 13:34:01,1395000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-04-01 20:00:41,5727000.0,Thưởng,Thu nhập,Thưởng Tết
2026-04-01 20:32:42,63000.0,Giải trí,Chi tiêu,Sách báo
2026-04-01 21:48:33,21145000.0,Tiền lương,Thu nhập,Lương kỳ 1
2026-04-01 21:54:33,4426000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-04-02 08:58:07,4119000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-04-02 09:49:22,500000.0,Ăn uống,Chi tiêu,Nhậu cuối tuần
2026-04-02 13:17:50,493000.0,Khác,Chi tiêu,Cắt tóc
2026-04-02 17:02:31,1954000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-04-03 01:26:16,307000.0,Giải trí,Chi tiêu,Mua sắm
2026-04-03 01:55:47,8818000.0,Thưởng,Thu nhập,Thưởng KPI
2026-04-03 03:15:28,4918000.0,Tiền thuê,Chi tiêu,Điện nước
2026-04-03 03:26:55,17981000.0,Tiền lương,Thu nhập,Lương kỳ 1
2026-04-03 07:16:51,3110000.0,Tiền thuê,Chi tiêu,Điện nước
2026-04-03 09:06:30,108000.0,Di chuyển,Chi tiêu,Sửa xe
2026-04-03 15:28:41,51000.0,Di chuyển,Chi tiêu,Vé xe buýt
2026-04-03 19:01:54,332000.0,Ăn uống,Chi tiêu,Mua siêu thị
2026-04-03 23:14:04,449000.0,Khác,Chi tiêu,Khám bệnh
2026-04-04 02:15:46,321000.0,Ăn uống,Chi tiêu,Mua siêu thị
2026-04-04 04:58:01,25004000.0,Tiền lương,Thu nhập,Lương kỳ 2
2026-04-04 13:21:26,95000.0,Ăn uống,Chi tiêu,Ăn trưa
2026-04-04 13:31:56,30000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-04-04 15:37:46,475000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-04-04 16:53:20,4370000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-04-04 19:22:10,4606000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-04-05 00:20:30,307000.0,Khác,Chi tiêu,Cắt tóc
2026-04-05 17:45:24,664000.0,Giải trí,Chi tiêu,Xem phim
2026-04-05 19:17:06,3321000.0,Thưởng,Thu nhập,Thưởng Tết
2026-04-06 07:07:52,846000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-04-06 07:32:38,290000.0,Giải trí,Chi tiêu,Mua sắm
2026-04-06 13:47:28,8787000.0,Thưởng,Thu nhập,Thưởng KPI
2026-04-07 00:15:00,95000.0,Khác,Chi tiêu,Đồ gia dụng
2026-04-07 04:17:28,1362000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-04-07 08:11:15,98000.0,Di chuyển,Chi tiêu,Phí gửi xe
2026-04-07 08:34:51,9539000.0,Thưởng,Thu nhập,Thưởng dự án
2026-04-07 09:20:57,106000.0,Giải trí,Chi tiêu,Game
2026-04-07 13:23:27,4095000.0,Tiền thuê,Chi tiêu,Điện nước
2026-04-07 17:14:28,333000.0,Giải trí,Chi tiêu,Xem phim
2026-04-07 18:10:29,6954000.0,Thưởng,Thu nhập,Thưởng KPI
2026-04-07 21:34:24,4865000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-04-08 01:09:16,149000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-04-08 04:14:46,2938000.0,Tiền thuê,Chi tiêu,Điện nước
2026-04-08 06:09:41,119000.0,Di chuyển,Chi tiêu,Thay dầu
2026-04-08 07:36:08,1421000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-04-08 13:36:24,186000.0,Ăn uống,Chi tiêu,Ăn trưa
2026-04-08 14:49:20,72000.0,Giải trí,Chi tiêu,Đăng ký dịch vụ
2026-04-08 17:17:20,7019000.0,Thưởng,Thu nhập,Thưởng dự án
2026-04-08 22:16:26,94000.0,Di chuyển,Chi tiêu,Thay dầu
2026-04-09 01:42:48,323000.0,Khác,Chi tiêu,Cắt tóc
2026-04-09 03:40:33,8521000.0,Thưởng,Thu nhập,Thưởng Tết
2026-04-09 06:04:30,4425000.0,Tiền thuê,Chi tiêu,Điện nước
2026-04-09 13:32:33,452000.0,Khác,Chi tiêu,Đồ gia dụng
2026-04-09 16:57:46,923000.0,Khác,Chi tiêu,Mua đồ linh tinh
2026-04-09 18:34:41,3712000.0,Tiền thuê,Chi tiêu,Điện nước
2026-04-09 21:13:59,2379000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-04-10 01:33:17,3580000.0,Thưởng,Thu nhập,Thưởng KPI
2026-04-10 03:21:30,35000.0,Ăn uống,Chi tiêu,Trà sữa
2026-04-10 05:09:23,53000.0,Di chuyển,Chi tiêu,Sửa xe
2026-04-10 05:47:01,3592000.0,Tiền thuê,Chi tiêu,Internet
2026-04-10 08:55:30,20523000.0,Tiền lương,Thu nhập,Lương làm thêm
2026-04-10 09:17:38,750000.0,Giải trí,Chi tiêu,Mua sắm
2026-04-10 12:44:28,2036000.0,Tiền thuê,Chi tiêu,Internet
2026-04-10 13:49:30,669000.0,Giải trí,Chi tiêu,Đăng ký dịch vụ
2026-04-10 16:02:11,872000.0,Khác,Chi tiêu,Thuốc men
2026-04-10 18:28:53,2228000.0,Thưởng,Thu nhập,Thưởng Tết
2026-04-11 01:08:13,140000.0,Di chuyển,Chi tiêu,Đổ xăng
2026-04-11 02:48:19,65000.0,Di chuyển,Chi tiêu,Thay dầu
2026-04-11 03:07:37,198000.0,Di chuyển,Chi tiêu,Rửa xe
2026-04-11 04:37:19,2477000.0,Tiền thuê,Chi tiêu,Internet
2026-04-11 04:37:36,87000.0,Di chuyển,Chi tiêu,Grab/Gojek
2026-04-11 04:54:50,2159000.0,Tiền thuê,Chi tiêu,Điện nước
2026-04-11 05:00:58,2222000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-04-11 05:11:37,275000.0,Khác,Chi tiêu,Mua đồ lặt vặt
2026-04-11 05:29:00,57000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-04-11 08:12:22,134000.0,Khác,Chi tiêu,Đồ gia dụng
2026-04-11 11:35:36,38000.0,Di chuyển,Chi tiêu,Rửa xe
2026-04-11 12:21:22,2375000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-04-11 19:42:07,689000.0,Giải trí,Chi tiêu,Xem phim
2026-04-12 03:39:36,60000.0,Ăn uống,Chi tiêu,Cà phê
2026-04-12 09:37:52,926000.0,Khác,Chi tiêu,Mua đồ lặt vặt
2026-04-12 11:36:22,526000.0,Khác,Chi tiêu,Quà tặng
2026-04-12 14:29:26,130000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-04-12 17:09:10,12079000.0,Tiền lương,Thu nhập,Lương làm thêm
2026-04-12 18:07:00,111000.0,Di chuyển,Chi tiêu,Vé xe buýt
2026-04-12 22:12:17,9780000.0,Thưởng,Thu nhập,Thưởng hiệu suất
2026-04-13 01:00:03,29355000.0,Tiền lương,Thu nhập,Lương kỳ 1
2026-04-13 04:01:23,539000.0,Khác,Chi tiêu,Đồ gia dụng
2026-04-13 06:29:58,154000.0,Di chuyển,Chi tiêu,Phí gửi xe
2026-04-13 06:37:09,33000.0,Di chuyển,Chi tiêu,Phí gửi xe
2026-04-13 07:38:40,544000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-04-13 09:07:32,90000.0,Di chuyển,Chi tiêu,Đổ xăng
2026-04-13 16:11:11,792000.0,Khác,Chi tiêu,Đồ gia dụng
2026-04-13 21:28:02,103000.0,Di chuyển,Chi tiêu,Phí gửi xe
2026-04-13 23:55:45,282000.0,Giải trí,Chi tiêu,Game
2026-04-14 01:30:31,3133000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-04-14 04:12:51,213000.0,Ăn uống,Chi tiêu,Cà phê
2026-04-14 04:33:22,22361000.0,Tiền lương,Thu nhập,Lương kỳ 1
2026-04-14 05:17:08,8307000.0,Thưởng,Thu nhập,Thưởng dự án
2026-04-14 05:17:19,204000.0,Giải trí,Chi tiêu,Sách báo
2026-04-14 09:35:49,156000.0,Lãi tiết kiệm,Thu nhập,Lãi tiết kiệm online
2026-04-14 11:27:11,212000.0,Khác,Chi tiêu,Phí ngân hàng
2026-04-14 15:00:39,3865000.0,Thưởng,Thu nhập,Thưởng KPI
2026-04-14 16:59:16,62000.0,Ăn uống,Chi tiêu,Bữa phụ
2026-04-14 17:28:08,5743000.0,Thưởng,Thu nhập,Thưởng hiệu suất
2026-04-14 18:25:05,108000.0,Ăn uống,Chi tiêu,Ăn tối
2026-04-14 18:49:52,152000.0,Di chuyển,Chi tiêu,Vé xe buýt
2026-04-15 07:03:19,756000.0,Khác,Chi tiêu,Cắt tóc
2026-04-15 09:20:58,864000.0,Giải trí,Chi tiêu,Sách báo
2026-04-15 09:47:05,75000.0,Khác,Chi tiêu,Phí ngân hàng
2026-04-15 11:22:45,49000.0,Di chuyển,Chi tiêu,Grab/Gojek
2026-04-15 22:11:38,389000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-04-16 02:23:04,535000.0,Giải trí,Chi tiêu,Đồ chơi
2026-04-16 05:28:30,57000.0,Di chuyển,Chi tiêu,Vé xe buýt
2026-04-16 09:23:43,291000.0,Giải trí,Chi tiêu,Game
2026-04-16 10:17:23,2581000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-04-16 22:25:53,168000.0,Giải trí,Chi tiêu,Du lịch
2026-04-16 22:40:21,572000.0,Giải trí,Chi tiêu,Game
2026-04-17 02:29:16,537000.0,Giải trí,Chi tiêu,Xem phim
2026-04-17 03:45:46,147000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-04-17 08:30:51,13901000.0,Tiền lương,Thu nhập,Lương làm thêm
2026-04-17 09:06:47,4500000.0,Tiền thuê,Chi tiêu,Điện nước
2026-04-17 09:56:14,98000.0,Di chuyển,Chi tiêu,Đổ xăng
2026-04-17 12:45:02,374000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-04-17 16:37:25,74000.0,Di chuyển,Chi tiêu,Phí gửi xe
2026-04-17 17:44:09,301000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-04-18 00:35:23,148000.0,Ăn uống,Chi tiêu,Mua siêu thị
2026-04-18 00:39:14,12792000.0,Tiền lương,Thu nhập,Lương kỳ 2
2026-04-18 02:28:39,842000.0,Khác,Chi tiêu,Cắt tóc
2026-04-18 02:44:17,347000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-04-18 03:13:59,6472000.0,Thưởng,Thu nhập,Thưởng Tết
2026-04-18 07:14:18,150000.0,Khác,Chi tiêu,Mua đồ lặt vặt
2026-04-18 11:10:27,153000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-04-18 13:48:07,699000.0,Khác,Chi tiêu,Thuốc men
2026-04-18 17:12:18,27387000.0,Tiền lương,Thu nhập,Lương tháng
2026-04-19 01:57:51,832000.0,Khác,Chi tiêu,Mua đồ lặt vặt
2026-04-19 06:02:13,489000.0,Giải trí,Chi tiêu,Mua sắm
2026-04-19 15:47:37,307000.0,Khác,Chi tiêu,Mua đồ linh tinh
2026-04-19 19:12:42,72000.0,Di chuyển,Chi tiêu,Vé xe buýt
2026-04-19 20:25:07,4690000.0,Thưởng,Thu nhập,Thưởng hiệu suất
2026-04-19 22:47:30,2126000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-04-20 01:52:17,2706000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-04-20 04:35:30,14138000.0,Tiền lương,Thu nhập,Lương kỳ 2
2026-04-20 06:43:51,491000.0,Ăn uống,Chi tiêu,Ăn trưa
2026-04-20 14:57:38,186000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-04-20 18:14:59,123000.0,Di chuyển,Chi tiêu,Rửa xe
2026-04-21 01:39:15,599000.0,Giải trí,Chi tiêu,Đăng ký dịch vụ
2026-04-21 08:34:54,152000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-04-21 10:48:50,612000.0,Giải trí,Chi tiêu,Xem phim
2026-04-21 12:00:36,376000.0,Ăn uống,Chi tiêu,Ăn tối
2026-04-21 15:37:10,513000.0,Khác,Chi tiêu,Đồ gia dụng
2026-04-21 17:00:08,14000.0,Di chuyển,Chi tiêu,Sửa xe
2026-04-22 00:59:57,189000.0,Di chuyển,Chi tiêu,Thay dầu
2026-04-22 01:21:59,624000.0,Khác,Chi tiêu,Quà tặng
2026-04-22 01:44:31,91000.0,Di chuyển,Chi tiêu,Đổ xăng
2026-04-22 07:18:41,135000.0,Ăn uống,Chi tiêu,Nhậu cuối tuần
2026-04-22 08:28:31,6934000.0,Thưởng,Thu nhập,Thưởng KPI
2026-04-22 09:50:21,3006000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-04-22 17:57:05,306000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-04-22 18:47:58,248000.0,Ăn uống,Chi tiêu,Bữa phụ
2026-04-22 21:56:15,139000.0,Di chuyển,Chi tiêu,Đổ xăng
2026-04-22 22:48:39,4162000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-04-23 01:37:21,2643000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-04-23 02:31:35,181000.0,Di chuyển,Chi tiêu,Thay dầu
2026-04-23 11:40:29,775000.0,Khác,Chi tiêu,Đồ gia dụng
2026-04-23 13:30:56,147000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-04-24 05:26:25,502000.0,Giải trí,Chi tiêu,Game
2026-04-24 05:56:09,6345000.0,Thưởng,Thu nhập,Thưởng KPI
2026-04-24 11:04:14,27000.0,Di chuyển,Chi tiêu,Grab/Gojek
2026-04-24 13:28:21,916000.0,Khác,Chi tiêu,Mua đồ lặt vặt
2026-04-24 14:00:02,770000.0,Khác,Chi tiêu,Đồ gia dụng
2026-04-24 15:12:20,1445000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-04-24 17:39:59,375000.0,Khác,Chi tiêu,Mua đồ linh tinh
2026-04-25 00:34:23,2242000.0,Thưởng,Thu nhập,Thưởng dự án
2026-04-25 03:27:26,85000.0,Di chuyển,Chi tiêu,Thay dầu
2026-04-25 05:57:48,79000.0,Di chuyển,Chi tiêu,Phí gửi xe
2026-04-25 06:21:47,26571000.0,Tiền lương,Thu nhập,Lương kỳ 1
2026-04-25 08:48:25,275000.0,Ăn uống,Chi tiêu,Ăn sáng
2026-04-25 09:46:37,4641000.0,Tiền thuê,Chi tiêu,Điện nước
2026-04-25 10:01:40,294000.0,Ăn uống,Chi tiêu,Ăn trưa
2026-04-25 12:09:22,58000.0,Ăn uống,Chi tiêu,Cà phê
2026-04-25 12:48:58,1073000.0,Thưởng,Thu nhập,Thưởng dự án
2026-04-25 13:46:35,434000.0,Khác,Chi tiêu,Quà tặng
2026-04-25 16:15:22,62000.0,Giải trí,Chi tiêu,Xem phim
2026-04-25 22:39:46,220000.0,Ăn uống,Chi tiêu,Trà sữa
2026-04-26 00:19:14,107000.0,Khác,Chi tiêu,Quà tặng
2026-04-26 06:55:54,154000.0,Giải trí,Chi tiêu,Đăng ký dịch vụ
2026-04-26 07:30:20,610000.0,Khác,Chi tiêu,Cắt tóc
2026-04-26 17:54:53,17072000.0,Tiền lương,Thu nhập,Lương kỳ 2
2026-04-26 22:54:12,160000.0,Di chuyển,Chi tiêu,Thay dầu
2026-04-26 23:45:08,4588000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-04-27 02:32:35,3668000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-04-27 02:38:15,16149000.0,Tiền lương,Thu nhập,Lương kỳ 2
2026-04-27 04:16:36,866000.0,Giải trí,Chi tiêu,Xem phim
2026-04-27 05:25:49,287000.0,Giải trí,Chi tiêu,Mua sắm
2026-04-27 05:34:19,834000.0,Giải trí,Chi tiêu,Du lịch
2026-04-27 05:36:04,1598000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-04-27 10:09:59,3986000.0,Tiền thuê,Chi tiêu,Điện nước
2026-04-27 18:48:09,79000.0,Giải trí,Chi tiêu,Sách báo
2026-04-27 19:45:34,248000.0,Ăn uống,Chi tiêu,Ăn tối
2026-04-27 21:22:15,549000.0,Giải trí,Chi tiêu,Game
2026-04-27 22:50:22,773000.0,Giải trí,Chi tiêu,Xem phim
2026-04-27 22:53:59,693000.0,Khác,Chi tiêu,Thuốc men
2026-04-28 02:18:39,285000.0,Ăn uống,Chi tiêu,Mua siêu thị
2026-04-28 04:51:17,219000.0,Ăn uống,Chi tiêu,Cà phê
2026-04-28 08:06:25,154000.0,Ăn uống,Chi tiêu,Cà phê
2026-04-28 11:39:14,282000.0,Giải trí,Chi tiêu,Sách báo
2026-04-28 13:08:17,557000.0,Giải trí,Chi tiêu,Mua sắm
2026-04-28 14:17:49,576000.0,Khác,Chi tiêu,Cắt tóc
2026-04-28 14:34:58,4629000.0,Tiền thuê,Chi tiêu,Điện nước
2026-04-28 20:13:54,4065000.0,Thưởng,Thu nhập,Thưởng Tết
2026-04-29 01:04:58,370000.0,Ăn uống,Chi tiêu,Ăn trưa
2026-04-29 06:23:12,692000.0,Khác,Chi tiêu,Thuốc men
2026-04-29 09:09:42,391000.0,Giải trí,Chi tiêu,Du lịch
2026-04-29 09:31:04,36000.0,Di chuyển,Chi tiêu,Grab/Gojek
2026-04-29 11:12:06,24082000.0,Tiền lương,Thu nhập,Lương kỳ 2
2026-04-29 15:23:07,1719000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-04-29 16:45:23,149000.0,Giải trí,Chi tiêu,Sách báo
2026-04-30 03:49:39,218000.0,Giải trí,Chi tiêu,Đồ chơi
2026-04-30 07:22:20,67000.0,Di chuyển,Chi tiêu,Vé xe buýt
2026-04-30 07:40:17,74000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-04-30 08:56:46,171000.0,Di chuyển,Chi tiêu,Đổ xăng
2026-04-30 22:54:13,13177000.0,Tiền lương,Thu nhập,Lương tháng
2026-04-30 23:00:33,180000.0,Di chuyển,Chi tiêu,Đổ xăng
2026-05-01 11:40:27,188000.0,Ăn uống,Chi tiêu,Cà phê
2026-05-01 14:36:53,146000.0,Di chuyển,Chi tiêu,Thay dầu
2026-05-01 18:48:56,365000.0,Giải trí,Chi tiêu,Mua sắm
2026-05-01 19:40:36,504000.0,Giải trí,Chi tiêu,Mua sắm
2026-05-01 22:36:06,626000.0,Khác,Chi tiêu,Khám bệnh
2026-05-02 04:18:08,258000.0,Giải trí,Chi tiêu,Mua sắm
2026-05-02 04:38:59,371000.0,Khác,Chi tiêu,Đồ gia dụng
2026-05-02 08:22:50,89000.0,Di chuyển,Chi tiêu,Rửa xe
2026-05-02 08:28:50,235000.0,Khác,Chi tiêu,Đồ gia dụng
2026-05-03 07:58:43,1519000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-05-03 13:27:59,4155000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-05-03 22:47:23,260000.0,Ăn uống,Chi tiêu,Ăn trưa
2026-05-04 03:21:28,4175000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-05-04 06:06:29,670000.0,Giải trí,Chi tiêu,Đăng ký dịch vụ
2026-05-04 09:17:08,172000.0,Di chuyển,Chi tiêu,Phí gửi xe
2026-05-04 11:23:40,970000.0,Khác,Chi tiêu,Thuốc men
2026-05-04 14:18:38,1464000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-05-04 20:54:21,8103000.0,Thưởng,Thu nhập,Thưởng Tết
2026-05-04 21:11:34,89000.0,Di chuyển,Chi tiêu,Vé xe buýt
2026-05-04 23:58:29,533000.0,Khác,Chi tiêu,Đồ gia dụng
2026-05-05 01:57:38,4603000.0,Tiền thuê,Chi tiêu,Điện nước
2026-05-05 02:39:59,558000.0,Giải trí,Chi tiêu,Đăng ký dịch vụ
2026-05-05 07:11:54,747000.0,Giải trí,Chi tiêu,Game
2026-05-05 09:57:00,4516000.0,Tiền thuê,Chi tiêu,Phí quản lý
2026-05-05 10:44:49,307000.0,Giải trí,Chi tiêu,Du lịch
2026-05-05 13:51:18,41000.0,Ăn uống,Chi tiêu,Mua siêu thị
2026-05-05 13:54:04,4222000.0,Tiền thuê,Chi tiêu,Internet
2026-05-05 16:07:59,240000.0,Ăn uống,Chi tiêu,Ăn trưa
2026-05-05 16:41:30,414000.0,Giải trí,Chi tiêu,Mua sắm
2026-05-05 16:46:56,133000.0,Di chuyển,Chi tiêu,Phí gửi xe
2026-05-05 19:46:49,584000.0,Khác,Chi tiêu,Mua đồ linh tinh
2026-05-05 20:50:35,344000.0,Ăn uống,Chi tiêu,Ăn trưa
2026-05-05 22:49:03,166000.0,Di chuyển,Chi tiêu,Vé xe buýt
2026-05-06 01:05:24,175000.0,Giải trí,Chi tiêu,Xem phim
2026-05-06 07:26:37,4962000.0,Thưởng,Thu nhập,Thưởng Tết
2026-05-06 23:50:48,90000.0,Di chuyển,Chi tiêu,Rửa xe
2026-05-07 01:40:09,530000.0,Khác,Chi tiêu,Quà tặng
2026-05-07 07:35:00,813000.0,Giải trí,Chi tiêu,Game
2026-05-07 11:56:28,62000.0,Di chuyển,Chi tiêu,Rửa xe
2026-05-07 12:13:01,66000.0,Ăn uống,Chi tiêu,Cà phê
2026-05-07 12:43:39,425000.0,Giải trí,Chi tiêu,Đăng ký dịch vụ
2026-05-08 03:27:17,38000.0,Di chuyển,Chi tiêu,Bảo dưỡng xe
2026-05-08 05:02:47,155000.0,Di chuyển,Chi tiêu,Thay dầu
2026-05-08 05:23:58,473000.0,Giải trí,Chi tiêu,Mua sắm
2026-05-08 11:00:36,378000.0,Khác,Chi tiêu,Cắt tóc
2026-05-08 11:11:12,954000.0,Giải trí,Chi tiêu,Du lịch
2026-05-08 11:39:53,458000.0,Giải trí,Chi tiêu,Game
2026-05-08 12:17:06,319000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-05-08 12:38:27,9660000.0,Thưởng,Thu nhập,Thưởng Tết
2026-05-08 14:12:28,2223000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-05-08 20:43:19,795000.0,Khác,Chi tiêu,Mua đồ linh tinh
2026-05-08 22:17:00,931000.0,Giải trí,Chi tiêu,Mua sắm
2026-05-09 11:04:35,476000.0,Ăn uống,Chi tiêu,Trà sữa
2026-05-09 14:19:28,173000.0,Di chuyển,Chi tiêu,Đổ xăng
2026-05-09 20:07:43,3869000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-05-09 22:42:33,406000.0,Giải trí,Chi tiêu,Xem phim
2026-05-10 02:24:08,261000.0,Giải trí,Chi tiêu,Sách báo
2026-05-10 03:55:58,3391000.0,Tiền thuê,Chi tiêu,Điện nước
2026-05-10 05:24:24,791000.0,Khác,Chi tiêu,Đồ gia dụng
2026-05-10 05:49:58,54000.0,Di chuyển,Chi tiêu,Sửa xe
2026-05-10 06:33:09,723000.0,Giải trí,Chi tiêu,Du lịch
2026-05-10 06:38:49,375000.0,Ăn uống,Chi tiêu,Ăn tối
2026-05-10 10:24:03,306000.0,Giải trí,Chi tiêu,Sách báo
2026-05-10 11:32:46,174000.0,Di chuyển,Chi tiêu,Sửa xe
2026-05-10 14:41:10,700000.0,Khác,Chi tiêu,Thuốc men
2026-05-10 17:29:31,1592000.0,Lãi tiết kiệm,Thu nhập,Cổ tức
2026-05-10 18:33:58,817000.0,Lãi tiết kiệm,Thu nhập,Lãi suất ngân hàng
2026-05-10 19:38:25,139000.0,Di chuyển,Chi tiêu,Grab/Gojek
2026-05-11 08:16:30,2577000.0,Tiền thuê,Chi tiêu,Tiền phòng
2026-05-12 08:08:53,720000.0,Giải trí,Chi tiêu,Game
2026-05-12 19:36:17,592000.0,Khác,Chi tiêu,Mua đồ linh tinh
